Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes,Observation_Year,Observation_Month,Observation_Day
370,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.04,59.3,Subadult,Male,2015-10-15,Australia,Billabongs,Least Concern,Nathaniel Stewart,Affect officer forward trouble somebody at chance subject fund heart move coach paper cost bring.,2015,10,15
371,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.04,65.8,Subadult,Male,2020-01-25,Philippines,Rivers,Critically Endangered,Elizabeth Hodge,Even beautiful theory he stop few modern.,2020,1,25
372,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.03,145.9,Subadult,Unknown,2008-04-09,Papua New Guinea,Freshwater Wetlands,Least Concern,James Johnson,Tree kitchen agent lot matter couple type.,2008,4,9
373,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.42,33.3,Juvenile,Female,2020-07-24,Philippines,Rivers,Critically Endangered,Kelly Rowe,Show better word might yeah day already hold ten break.,2020,7,24
374,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.22,95.0,Subadult,Male,2020-08-04,Congo Basin Countries,Forest Rivers,Endangered,Andrew Charles,Four threat billion she seat against serve police.,2020,8,4
375,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.78,6.5,Juvenile,Female,2019-10-24,Liberia,Small Streams,Vulnerable,Curtis Mitchell,Five kid brother chance event address performance method.,2019,10,24
376,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.1,513.9,Adult,Female,2015-11-15,Sudan,Rivers,Least Concern,Gregory Flores,Wall sound off commercial find throughout.,2015,11,15
377,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.61,40.4,Subadult,Female,2012-12-21,Philippines,Freshwater Marshes,Critically Endangered,Amber Johnson,Black approach interview condition other or structure record pattern.,2012,12,21
378,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.43,28.5,Hatchling,Male,2012-08-31,Vietnam,Oxbow Lakes,Critically Endangered,Robert Marquez,Bad type share nothing behavior sort recognize best financial popular.,2012,8,31
379,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.25,194.1,Subadult,Female,2025-05-28,Venezuela,Mangroves,Vulnerable,Julie Meza,Technology pay tree hot record professor small think law air.,2025,5,28
380,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.84,9.9,Juvenile,Male,2014-08-25,Congo (DRC),Forest Swamps,Data Deficient,Gregory Murray,Executive give offer meet if research blood news.,2014,8,25
381,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.07,352.7,Adult,Female,2024-09-28,Colombia,Brackish Rivers,Vulnerable,Eric Murray,Including per nature wind himself future sport opportunity six itself skin name door.,2024,9,28
382,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,0.88,37.6,Juvenile,Unknown,2018-11-03,Liberia,Shaded Forest Rivers,Critically Endangered,Angela Galvan,Student boy other foot best knowledge final image our rate others.,2018,11,3
383,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.25,186.3,Adult,Unknown,2019-07-28,Nepal,Rivers,Vulnerable,Erin Newman,Bed stage thought tough player a chair chance.,2019,7,28
384,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.72,155.3,Adult,Female,2009-12-29,Congo Basin Countries,Forest Rivers,Endangered,Jean Lane,Day theory feel some quickly truth view.,2009,12,29
385,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.14,196.7,Adult,Male,2014-08-04,Colombia,Coastal Lagoons,Vulnerable,Suzanne Mooney,Account worry identify camera family hard nature apply reflect star grow technology tend dog reduce hour.,2014,8,4
386,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.6,106.1,Adult,Male,2016-09-05,Papua New Guinea,Swamps,Least Concern,James James,Deep community cause new successful growth individual eye their by activity possible century those price window.,2016,9,5
387,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.12,1139.7,Adult,Male,2011-07-14,Papua New Guinea,Coastal Wetlands,Least Concern,Chad Shaffer,Throw receive us perhaps lawyer interest star his difficult interesting account.,2011,7,14
388,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.58,36.6,Juvenile,Unknown,2016-03-25,Australia,Freshwater Rivers,Least Concern,Dr. Michael Adams DVM,Happen within nothing relate both loss real center rule worker worker single let back three because line score.,2016,3,25
389,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,3.27,191.8,Adult,Female,2007-01-09,Cuba,Swamps,Critically Endangered,Angela Schultz,Fine apply gas sing light mention light safe inside whether.,2007,1,9
390,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.82,59.0,Adult,Unknown,2018-09-24,Mexico,Rivers,Least Concern,Donna Johnson,See risk nor article list college appear wrong speak person expert bar measure surface everyone car exactly tax add.,2018,9,24
391,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,0.9,37.1,Juvenile,Male,2014-05-31,Niger,Lakes,Least Concern,Christopher Vargas,Process have compare site door Congress month almost worker whose.,2014,5,31
392,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.06,63.1,Subadult,Unknown,2023-02-10,Australia,Gorges,Least Concern,Samantha Monroe,Side draw key point decision same generation politics sense break cold human feeling second.,2023,2,10
393,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,0.64,47.8,Hatchling,Unknown,2017-07-04,Sri Lanka,Lakes,Vulnerable,Kim James,Listen certain that activity until large question which.,2017,7,4
394,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,0.79,48.4,Juvenile,Male,2020-01-28,Cuba,Freshwater Wetlands,Critically Endangered,Amanda Hardin,What it truth teach friend environment better pressure hospital significant see same open.,2020,1,28
395,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.81,110.9,Adult,Female,2015-07-24,Papua New Guinea,Freshwater Wetlands,Least Concern,George Vaughn,Finish action across attack in moment rate goal.,2015,7,24
396,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.6,89.9,Adult,Unknown,2016-11-12,Papua New Guinea,Swamps,Least Concern,Darlene Johnson,Begin voice prevent structure wear point remain build task candidate prevent tonight not.,2016,11,12
397,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.66,51.4,Juvenile,Unknown,2016-03-01,Malaysia (Borneo),Rivers,Data Deficient,Stephanie Dominguez,Far produce away law yet show realize property.,2016,3,1
398,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.91,54.2,Adult,Female,2006-01-08,Australia,Billabongs,Least Concern,Dawn Norman,Since him four art western enough key man up particular condition man century.,2006,1,8
399,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.46,34.7,Adult,Female,2022-03-16,Philippines,Freshwater Marshes,Critically Endangered,Colleen Schneider,Resource billion authority number economy knowledge to chance policy usually professor entire.,2022,3,16
400,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.42,76.0,Subadult,Male,2015-10-20,Papua New Guinea,Rivers,Least Concern,Summer Andrews,Remain side long identify road speech audience difficult his ready sister building movement yard four field.,2015,10,20
401,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.73,36.9,Adult,Unknown,2017-01-07,Congo (DRC),Forest Swamps,Data Deficient,Zachary Holland,Movement which ball least short possible computer always his course receive.,2017,1,7
402,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.41,75.0,Adult,Male,2018-05-08,Papua New Guinea,Rivers,Least Concern,Lydia Howard,Those just country along agent you draw.,2018,5,8
403,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,0.53,263.9,Hatchling,Unknown,2005-07-24,Papua New Guinea,Mangroves,Least Concern,Ricky Schneider,Move strong last yet already argue skin amount brother southern project.,2005,7,24
404,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,3.12,166.5,Adult,Unknown,2007-12-24,Papua New Guinea,Rivers,Least Concern,Michael Sawyer,Scientist do author save.,2007,12,24
405,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.07,158.5,Adult,Male,2012-06-23,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Alec Meadows DDS,Red candidate common anyone film soldier.,2012,6,23
406,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.46,5.2,Juvenile,Unknown,2012-02-28,Côte d'Ivoire,Forest Swamps,Vulnerable,Christopher Garza,Box organization past as dark front structure.,2012,2,28
407,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.92,146.9,Subadult,Unknown,2010-06-29,Cuba,Freshwater Wetlands,Critically Endangered,Jennifer Martinez,National focus who degree animal community as event serious collection have close during.,2010,6,29
408,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.02,62.4,Subadult,Unknown,2018-05-16,Indonesia (Papua),Rivers,Least Concern,Brandi Moody,Partner sing administration main according conference become prepare thought indicate southern significant realize deal policy.,2018,5,16
409,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.89,42.6,Adult,Female,2017-09-26,Australia,Freshwater Rivers,Least Concern,Jennifer Hurley,Reality other response partner because step feeling industry newspaper court worry with peace television would medical less.,2017,9,26
410,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.88,60.1,Juvenile,Female,2013-10-17,Mexico,Lagoons,Least Concern,Christine Brown,Someone rate why listen computer prove amount population.,2013,10,17
411,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.78,55.6,Juvenile,Male,2016-05-24,Papua New Guinea,Swamps,Least Concern,Jeffrey Cook,Analysis science understand compare size machine break time.,2016,5,24
412,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.04,31.5,Juvenile,Female,2013-08-11,Papua New Guinea,Swamps,Least Concern,Leslie Nguyen,Section together discover body direction down include.,2013,8,11
413,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.99,134.5,Adult,Male,2021-08-01,Malaysia (Borneo),Rivers,Data Deficient,Steven Jones,Machine three certain until lawyer hold carry rest place wish dark camera realize arrive carry surface learn.,2021,8,1
414,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.84,60.9,Juvenile,Female,2012-05-06,Indonesia (Papua),Rivers,Least Concern,Greg Tanner,Church some well town official need discover in.,2012,5,6
415,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.07,195.5,Adult,Unknown,2008-05-07,Colombia,Mangroves,Vulnerable,Shannon Robinson,Student evidence role save east force often through option chance off above woman always.,2008,5,7
416,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.92,161.0,Subadult,Female,2007-01-02,Ghana,Shaded Forest Rivers,Critically Endangered,Randy Johnson,Hour special recent better manager bar send really image design grow dream your administration protect class learn.,2007,1,2
417,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,0.48,35.1,Hatchling,Male,2024-04-26,Niger,Rivers,Least Concern,Lauren Bray,Sign them if smile have less plant team audience throw.,2024,4,26
418,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.44,197.1,Adult,Unknown,2008-11-21,Malaysia (Borneo),Rivers,Data Deficient,Andrew Simmons,Recently partner offer debate range per friend usually.,2008,11,21
419,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.52,22.6,Adult,Female,2019-10-04,Central African Republic,Forest Swamps,Data Deficient,Susan Cox,Book half people half.,2019,10,4
420,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.11,77.1,Subadult,Unknown,2023-05-25,Cuba,Swamps,Critically Endangered,Justin Jones,Catch friend much power say sell that reflect send.,2023,5,25
421,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.66,116.2,Adult,Female,2025-10-13,Iran (historic),Reservoirs,Vulnerable,Erica Hurst,Quite everyone as generation main money but.,2025,10,13
422,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.18,473.1,Juvenile,Female,2015-06-06,Philippines,Estuaries,Least Concern,Meghan Patel,Later happy pull really within third could this beautiful hospital condition when baby.,2015,6,6
423,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.02,183.4,Adult,Unknown,2012-01-04,Venezuela,Coastal Lagoons,Vulnerable,Brian Hernandez,Themselves minute physical fall wide must car get.,2012,1,4
424,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.51,28.4,Subadult,Female,2008-10-04,Congo (DRC),Slow Streams,Data Deficient,Matthew Carter,Against soon strong mind from official.,2008,10,4
425,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.1,698.8,Adult,Male,2011-06-08,Papua New Guinea,Estuaries,Least Concern,Rachel Tucker,Success knowledge fight car smile commercial employee machine wife show.,2011,6,8
426,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.31,17.3,Subadult,Unknown,2021-07-29,Sierra Leone,Small Streams,Vulnerable,Harry Bryant,Peace claim movement consider compare remain toward some.,2021,7,29
427,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.88,197.6,Subadult,Male,2023-10-15,Colombia,Flooded Savannas,Critically Endangered,Bruce Chaney,Call employee continue none alone first gas health music class feeling turn identify material certainly.,2023,10,15
428,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,1.23,63.7,Juvenile,Male,2008-10-04,Pakistan,Marshes,Vulnerable,Francisco Smith,Wish former relate listen face want wonder off chair north trade kind ready rule too cause.,2008,10,4
429,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.07,53.4,Adult,Female,2005-04-08,Australia,Billabongs,Least Concern,Elizabeth Morales,Land begin area political on develop very everyone against Mrs.,2005,4,8
430,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.16,70.5,Adult,Female,2012-07-07,Indonesia (Papua),Swamps,Least Concern,Michael Miller,Hour make owner memory argue project huge respond.,2012,7,7
431,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.51,121.9,Adult,Male,2016-08-30,Laos,Oxbow Lakes,Critically Endangered,James Smith,Goal within them because road know yeah sound.,2016,8,30
432,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.1,32.6,Juvenile,Male,2018-11-23,Papua New Guinea,Lakes,Least Concern,Robert Waller,Rock increase structure our century field write moment friend value.,2018,11,23
433,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.57,101.4,Adult,Male,2020-08-08,Mexico,Rivers,Least Concern,Jaime Smith,Increase new report sense carry control high network amount.,2020,8,8
434,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.93,178.8,Adult,Unknown,2022-04-08,Liberia,Swamps,Critically Endangered,Sandra Torres,Science different social child feel policy PM buy program explain.,2022,4,8
435,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.36,196.1,Adult,Male,2014-11-19,Mexico,Brackish Rivers,Vulnerable,Terry Newman,Budget everyone yes at seat.,2014,11,19
436,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.81,134.0,Adult,Female,2021-01-17,Niger,Rivers,Least Concern,Krystal Oneill,Rather window stand health run adult employee ok.,2021,1,17
437,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,0.49,63.2,Hatchling,Female,2025-04-16,Colombia,Coastal Lagoons,Vulnerable,Joel Steele,Clear evening information treatment green face morning view message short consumer behind sell myself.,2025,4,16
438,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.13,40.5,Juvenile,Female,2007-09-20,Congo Basin Countries,Swamps,Endangered,Samantha Cohen,Even recently guy move goal century carry example single include.,2007,9,20
439,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.34,76.8,Subadult,Male,2017-06-09,Australia,Billabongs,Least Concern,Carla Robinson,Determine could today party story moment mother necessary series box leave.,2017,6,9
440,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.31,62.6,Adult,Unknown,2009-04-02,Australia,Freshwater Rivers,Least Concern,Robert Mclean,Give reality catch kind would mission wide common fight season.,2009,4,2
